Id,Label
532,4
533,0
534,3
535,4
536,5
537,4
538,8
539,3
540,0
541,4
542,0
543,3
544,0
545,4
546,0
547,4
548,8
549,2
550,4
551,2
552,0
553,0
554,6
555,7
556,0
557,0
558,3
559,0
560,8
561,0
562,2
563,0
564,7
565,4
566,0
567,3
568,4
569,4
570,0
571,7
572,0
573,4
574,4
575,9
576,0
577,0
578,6
579,3
580,0
581,3
582,0
583,3
584,3
585,4
586,0
587,7
588,0
589,7
590,0
591,6
592,5
593,0
594,3
595,5
596,7
597,0
598,0
599,3
600,4
601,6
602,4
603,4
604,4
605,4
606,0
607,7
608,0
609,5
610,3
611,5
612,0
613,6
614,0
615,0
616,6
617,4
618,4
619,0
620,8
621,0
622,9
623,0
624,0
625,0
626,6
627,4
628,0
629,0
630,0
631,0
632,7
633,6
634,9
635,4
636,0
637,8
638,4
639,4
640,0
641,6
642,0
643,7
644,3
645,4
646,0
647,7
648,4
649,7
650,0
651,0
652,3
653,5
654,7
655,0
656,6
657,4
658,0
659,4
660,0
661,3
662,8
663,0
664,3
665,4
666,4
667,7
668,9
669,0
670,0
671,8
672,9
673,0
674,4
675,4
676,0
677,0
678,6
679,0
680,0
681,4
682,0
683,4
684,3
685,2
686,0
687,4
688,4
689,0
690,0
691,4
692,4
693,0
694,4
695,4
696,3
697,4
698,6
699,4
700,0
701,0
702,2
703,4
704,3
705,0
706,0
707,0
708,0
709,6
710,0
711,4
712,9
713,4
714,4
715,0
716,0
717,4
718,0
719,5
720,9
721,0
722,0
723,9
724,4
725,5
726,0
727,0
728,5
729,0
730,7
731,8
732,5
733,3
734,0
735,3
736,0
737,4
738,3
739,0
740,5
741,0
742,0
743,6
744,0
745,0
746,3
747,8
748,4
749,3
750,4
751,6
752,2
753,0
754,0
755,0
756,0
757,7
758,3
759,8
760,7
761,8
762,6
763,0
764,0
765,4
766,8
767,4
768,0
769,4
770,7
771,0
772,3
773,0
774,8
775,3
776,7
777,8
778,5
779,7
780,0
781,6
782,4
783,0
784,4
785,0
786,9
787,0
788,5
789,7
790,0
791,4
792,3
793,0
794,7
795,4
796,3
797,0
798,4
799,4
800,8
801,8
802,0
803,0
804,0
805,3
806,7
807,4
808,2
809,5
810,0
811,0
812,4
813,7
814,3
815,4
816,9
817,8
818,0
819,3
820,0
821,4
822,0
823,0
824,6
825,0
826,0
827,4
828,0
829,0
830,0
831,0
832,0
833,3
834,3
835,4
836,0
837,5
838,0
839,0
840,4
841,0
842,3
843,0
844,0
845,0
846,0
847,4
848,6
849,0
850,3
851,4
852,0
853,4
854,4
855,0
856,4
857,4
858,8
859,0
860,0
861,0
862,3
863,0
864,0
865,1
866,0
867,0
868,5
869,4
870,0
871,4
872,0
873,6
874,0
875,0
876,3
877,0
878,5
879,5
880,4
881,5
882,0
883,6
884,6
885,3
886,5
887,0
888,2
889,0
890,7
891,3
892,0
893,0
894,0
895,7
896,3
897,7
898,0
899,3
900,7
901,3
902,4
903,3
904,0
905,6
906,3
907,0
908,0
909,0
910,8
911,0
912,0
913,0
914,4
915,7
916,0
917,3
918,0
919,0
920,4
921,0
922,0
923,4
924,0
925,2
926,0
927,9
928,0
929,3
930,7
931,0
932,0
933,0
934,7
935,4
936,0
937,8
938,4
939,0
940,5
941,4
942,3
943,6
944,4
945,4
946,4
947,7
948,4
949,0
950,5
951,0
952,0
953,9
954,4
955,3
956,4
957,8
958,4
959,3
960,4
961,7
962,4
963,0
964,3
965,0
966,6
967,4
968,7
969,7
970,0
971,3
972,0
973,4
974,1
975,3
976,3
977,0
978,0
979,6
980,0
981,7
982,0
983,0
984,4
985,4
986,0
987,0
988,4
989,0
990,7
991,0
992,0
993,6
994,3
995,0
996,4
997,0
998,8
999,8
1000,7
1001,0
1002,0
1003,0
1004,0
1005,3
1006,6
1007,0
1008,4
1009,0
1010,0
1011,0
1012,0
1013,0
1014,2
1015,0
1016,0
1017,0
1018,2
1019,0
1020,3
1021,4
1022,0
1023,0
1024,3
1025,0
1026,0
1027,7
1028,2
1029,7
1030,6
1031,2
1032,4
1033,0
1034,0
1035,7
1036,8
1037,0
1038,6
1039,7
1040,0
1041,9
1042,4
1043,0
1044,0
1045,0
1046,0
1047,0
1048,3
1049,3
1050,4
1051,3
1052,0
1053,4
1054,0
1055,3
1056,0
1057,0
1058,0
1059,4
1060,8
1061,0
1062,0
1063,0
1064,3
1065,2
1066,0
1067,0
1068,0
1069,6
1070,0
1071,4
1072,0
1073,0
1074,4
1075,0
1076,0
1077,6
1078,0
1079,4
1080,4
1081,0
1082,0
1083,0
1084,0
1085,0
1086,4
1087,0
1088,2
1089,3
1090,0
1091,4
1092,0
1093,0
1094,0
1095,0
1096,7
1097,7
1098,0
1099,0
1100,3
1101,3
1102,4
1103,3
1104,0
1105,4
1106,5
1107,0
1108,0
1109,6
1110,0
1111,8
1112,4
1113,0
1114,0
1115,0
1116,3
1117,0
1118,0
1119,7
1120,3
1121,0
1122,6
1123,0
1124,6
1125,4
1126,7
1127,0
1128,4
1129,0
1130,5
1131,3
1132,7
1133,0
1134,8
1135,7
1136,2
1137,9
1138,4
1139,7
1140,5
1141,0
1142,7
1143,3
1144,3
1145,3
1146,4
1147,3
1148,0
1149,3
1150,4
1151,5
1152,2
1153,2
1154,0
1155,3
1156,0
1157,0
1158,8
1159,0
1160,7
1161,0
1162,0
1163,0
1164,0
1165,8
1166,0
1167,8
1168,0
1169,0
1170,4
1171,0
1172,0
1173,0
1174,7
1175,0
1176,4
1177,0
1178,0
1179,6
1180,0
1181,0
1182,4
1183,3
1184,7
1185,0
1186,7
1187,0
1188,0
1189,0
1190,0
1191,2
1192,0
1193,7
1194,3
1195,4
1196,5
1197,4
1198,0
1199,0
1200,0
1201,5
1202,8
1203,4
1204,0
1205,5
1206,0
1207,6
1208,0
1209,4
1210,5
1211,4
1212,0
1213,4
1214,3
1215,0
1216,4
1217,0
1218,0
1219,0
1220,7
1221,0
1222,3
1223,4
1224,0
1225,4
1226,0
1227,3
1228,7
1229,0
1230,4
1231,3
1232,2
1233,7
1234,0
1235,7
1236,0
1237,0
1238,0
1239,3
1240,0
1241,4
1242,0
1243,0
1244,0
1245,5
1246,0
1247,0
1248,5
1249,0
1250,0
1251,3
1252,0
1253,0
1254,0
1255,3
1256,4
1257,4
1258,0
1259,0
1260,0
1261,4
1262,8
1263,7
1264,7
1265,5
1266,0
1267,4
1268,4
1269,0
1270,3
1271,7
1272,0
1273,4
1274,0
1275,0
1276,4
1277,5
1278,0
1279,0
1280,0
1281,7
1282,0
1283,4
1284,0
1285,1
1286,3
1287,4
1288,9
1289,0
1290,4
1291,0
1292,6
1293,0
1294,7
1295,0
1296,0
1297,0
1298,5
1299,0
1300,0
1301,5
1302,4
1303,3
1304,0
1305,0
1306,1
1307,7
1308,9
1309,0
1310,3
1311,0
1312,6
1313,4
1314,5
1315,0
1316,0
1317,8
1318,4
1319,2
1320,0
1321,8
1322,0
1323,0
1324,4
1325,9
1326,0
1327,4
1328,4
1329,7
1330,4
1331,0
1332,4
1333,0
1334,4
1335,0
1336,0
1337,3
1338,5
1339,7
1340,0
1341,7
1342,0
1343,0
1344,4
1345,3
1346,4
1347,0
1348,9
1349,0
1350,0
1351,6
1352,5
1353,2
1354,0
1355,0
1356,6
1357,0
1358,7
1359,3
1360,8
1361,0
1362,0
1363,0
1364,5
1365,7
1366,8
1367,0
1368,0
1369,6
1370,3
1371,0
1372,5
1373,0
1374,0
1375,4
1376,4
1377,4
1378,0
1379,7
1380,4
1381,0
1382,4
1383,0
1384,7
1385,0
1386,0
1387,0
1388,6
1389,3
1390,0
1391,5
1392,4
1393,0
1394,6
1395,7
1396,0
1397,5
1398,0
1399,7
1400,3
1401,0
1402,0
1403,0
1404,2
1405,3
1406,8
1407,0
1408,4
1409,5
1410,3
1411,4
1412,0
1413,7
1414,0
1415,7
1416,7
1417,4
1418,0
1419,3
1420,4
1421,2
1422,0
1423,0
1424,7
1425,0
1426,0
1427,8
1428,4
1429,5
1430,0
1431,0
1432,0
1433,0
1434,3
1435,0
1436,2
1437,0
1438,0
1439,4
1440,0
1441,0
1442,0
1443,0
1444,4
1445,4
1446,0
1447,8
1448,0
1449,0
1450,3
1451,0
1452,0
1453,7
1454,0
1455,6
1456,0
1457,0
1458,0
1459,4
1460,4
1461,2
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,6
1469,0
1470,0
1471,6
1472,0
1473,4
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,6
1481,8
1482,4
1483,4
1484,0
1485,0
1486,6
1487,4
1488,3
1489,0
1490,3
1491,4
1492,0
1493,3
1494,0
1495,0
1496,3
1497,4
1498,0
1499,3
1500,0
1501,0
1502,4
1503,7
1504,0
1505,5
1506,0
1507,0
1508,0
1509,8
1510,3
1511,0
1512,4
1513,7
1514,3
1515,4
1516,0
1517,4
1518,0
1519,2
1520,0
1521,6
1522,0
1523,0
1524,3
1525,0
1526,0
1527,7
1528,0
1529,0
1530,0
1531,8
1532,0
1533,0
1534,1
1535,7
1536,0
1537,2
1538,0
1539,7
1540,0
1541,3
1542,7
1543,4
1544,5
1545,7
1546,0
1547,6
1548,0
1549,0
1550,0
1551,0
1552,4
1553,7
1554,0
1555,0
1556,7
1557,7
1558,4
1559,8
1560,7
1561,0
1562,2
1563,0
1564,0
1565,0
1566,0
1567,3
1568,0
1569,3
1570,0
1571,0
1572,3
1573,0
1574,2
1575,0
1576,0
1577,0
1578,0
1579,0
1580,4
1581,2
1582,3
1583,8
1584,0
1585,0
1586,0
1587,0
1588,2
1589,3
1590,0
1591,0
1592,4
1593,4
1594,0
1595,8
1596,0
1597,9
1598,0
1599,3
1600,0
1601,4
1602,8
1603,0
1604,0
1605,0
1606,7
1607,0
1608,6
1609,0
1610,0
1611,0
1612,7
1613,3
1614,4
1615,0
1616,0
1617,4
1618,4
1619,0
1620,0
1621,9
1622,3
1623,0
1624,0
1625,9
1626,0
1627,0
1628,0
1629,0
1630,4
1631,9
1632,0
1633,0
1634,0
1635,6
1636,4
1637,6
1638,3
1639,7
1640,8
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,4
1648,0
1649,4
1650,7
1651,3
1652,6
1653,4
1654,2
1655,8
1656,4
1657,0
1658,7
1659,9
1660,0
1661,0
1662,0
1663,3
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,7
1671,6
1672,0
1673,0
1674,4
1675,4
1676,0
1677,7
1678,9
1679,8
1680,0
1681,8
1682,8
1683,7
1684,8
1685,4
1686,0
1687,4
1688,0
1689,0
1690,3
1691,0
1692,3
1693,3
1694,0
1695,7
1696,0
1697,0
1698,8
1699,0
1700,7
1701,0
1702,0
1703,0
1704,3
1705,0
1706,0
1707,4
1708,0
1709,0
1710,7
1711,4
1712,7
1713,4
1714,0
1715,4
1716,4
1717,3
1718,6
1719,0
1720,6
1721,9
1722,0
1723,0
1724,0
1725,4
1726,6
1727,0
1728,8
1729,7
1730,5
1731,0
1732,0
1733,0
1734,7
1735,3
1736,0
1737,0
1738,5
1739,0
1740,4
1741,7
1742,0
1743,0
1744,3
1745,5
1746,0
1747,3
1748,9
1749,0
1750,4
1751,0
1752,5
1753,0
1754,0
1755,4
1756,7
1757,0
1758,9
1759,3
1760,3
1761,0
1762,0
1763,0
1764,4
1765,4
1766,4
1767,3
1768,0
1769,0
1770,4
1771,7
1772,6
1773,0
1774,4
1775,0
1776,0
1777,9
1778,4
1779,9
1780,9
1781,0
1782,7
1783,0
1784,3
1785,0
1786,3
1787,3
1788,7
1789,7
1790,0
1791,0
1792,3
1793,0
1794,0
1795,4
1796,4
1797,0
1798,0
1799,4
1800,0
1801,3
1802,0
1803,3
1804,0
1805,0
1806,0
1807,4
1808,0
1809,0
1810,0
1811,9
1812,0
1813,0
1814,5
1815,0
1816,6
1817,0
1818,0
1819,4
1820,0
1821,7
1822,7
1823,0
1824,5
1825,0
1826,0
1827,0
1828,4
1829,8
1830,7
1831,3
1832,0
1833,0
1834,4
1835,7
1836,0
1837,0
1838,4
1839,0
1840,3
1841,0
1842,3
1843,0
1844,4
1845,0
1846,0
1847,0
1848,4
1849,4
1850,4
1851,0
1852,2
1853,4
1854,0
1855,2
1856,4
1857,0
1858,4
1859,4
1860,0
1861,0
1862,3
1863,0
1864,0
1865,0
1866,0
1867,1
1868,0
1869,5
1870,0
1871,0
1872,0
1873,8
1874,4
1875,7
1876,4
1877,2
1878,3
1879,9
1880,7
1881,0
1882,0
1883,0
1884,6
1885,0
1886,5
1887,2
1888,7
1889,5
1890,0
1891,0
1892,4
1893,3
1894,0
1895,2
1896,5
1897,5
1898,7
1899,7
1900,0
1901,7
1902,4
1903,4
1904,2
1905,0
1906,4
1907,0
1908,0
1909,0
1910,7
1911,7
1912,7
1913,0
1914,3
1915,0
1916,0
1917,0
1918,5
1919,1
1920,3
1921,8
1922,0
1923,8
1924,0
1925,2
1926,0
1927,5
1928,0
1929,0
1930,7
1931,0
1932,4
1933,3
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,5
1941,2
1942,0
1943,0
1944,4
1945,8
1946,3
1947,7
1948,0
1949,6
1950,0
1951,5
1952,4
1953,4
1954,0
1955,0
1956,0
1957,7
1958,5
1959,0
1960,4
1961,4
1962,4
1963,0
1964,3
1965,4
1966,9
1967,8
1968,4
1969,4
1970,4
1971,4
1972,0
1973,3
1974,2
1975,0
1976,6
1977,0
1978,4
1979,5
1980,8
1981,9
1982,0
1983,5
1984,0
1985,9
1986,0
1987,2
1988,0
1989,0
1990,7
1991,3
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,4
1999,0
2000,3
2001,4
2002,0
2003,0
2004,0
2005,6
2006,0
2007,0
2008,0
2009,0
2010,7
2011,0
2012,1
2013,3
2014,0
2015,3
2016,7
2017,0
2018,3
2019,6
2020,4
2021,3
2022,0
2023,4
2024,6
2025,0
2026,0
2027,0
2028,4
2029,0
2030,8
2031,0
2032,0
2033,0
2034,3
2035,0
2036,3
2037,7
2038,6
2039,0
2040,0
2041,1
2042,0
2043,0
2044,0
2045,7
2046,3
2047,0
2048,9
2049,0
2050,7
2051,4
2052,0
2053,3
2054,6
2055,5
2056,4
2057,0
2058,0
2059,4
2060,3
2061,0
2062,4
2063,0
2064,8
2065,4
2066,8
2067,0
2068,3
2069,8
2070,0
2071,7
2072,0
2073,0
2074,0
2075,0
2076,0
2077,5
2078,4
2079,0
2080,0
2081,3
2082,3
2083,7
2084,7
2085,2
2086,2
2087,0
2088,0
2089,7
2090,0
2091,8
2092,3
2093,9
2094,0
2095,6
2096,4
2097,3
2098,0
2099,8
2100,6
2101,0
2102,3
2103,0
2104,8
2105,0
2106,0
2107,0
2108,3
2109,8
2110,0
2111,0
2112,0
2113,0
2114,4
2115,0
2116,7
2117,3
2118,4
2119,6
2120,8
2121,4
2122,7
2123,0
2124,7
2125,5
2126,3
2127,3
2128,6
2129,0
2130,0
2131,0
2132,7
2133,4
2134,6
2135,0
2136,4
2137,8
2138,0
2139,4
2140,0
2141,2
2142,0
2143,4
2144,0
2145,0
2146,0
2147,4
2148,0
2149,0
2150,4
2151,0
2152,3
2153,0
2154,7
2155,7
2156,0
2157,4
2158,8
2159,0
2160,4
2161,3
2162,0
2163,6
2164,0
2165,2
2166,7
2167,0
2168,0
2169,4
2170,0
2171,9
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,3
2180,3
2181,0
2182,7
2183,7
2184,7
2185,4
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,7
2193,0
2194,4
2195,4
2196,4
2197,7
2198,9
2199,5
2200,4
2201,3
2202,7
2203,8
2204,0
2205,4
2206,0
2207,5
2208,0
2209,7
2210,0
2211,0
2212,5
2213,4
2214,8
2215,0
2216,9
2217,0
2218,3
2219,0
2220,5
2221,7
2222,0
2223,4
2224,3
2225,8
2226,0
2227,4
2228,0
2229,3
2230,2
2231,7
2232,4
2233,0
2234,8
2235,0
2236,3
2237,0
2238,8
2239,4
2240,0
2241,0
2242,6
2243,7
2244,0
2245,4
2246,0
2247,0
2248,0
2249,0
2250,9
2251,4
2252,0
2253,3
2254,4
2255,0
2256,0
2257,0
2258,5
2259,0
2260,0
2261,6
2262,0
2263,4
2264,3
2265,0
2266,0
2267,9
2268,0
2269,0
2270,4
2271,0
2272,0
2273,0
2274,5
2275,3
2276,0
2277,0
2278,0
2279,4
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,5
2287,9
2288,0
2289,0
2290,0
2291,7
2292,0
2293,4
2294,0
2295,4
2296,0
2297,0
2298,2
2299,0
2300,0
2301,6
2302,0
2303,4
2304,7
2305,0
2306,3
2307,5
2308,0
2309,0
2310,0
2311,0
2312,0
2313,4
2314,0
2315,0
2316,0
2317,3
2318,4
2319,2
2320,0
2321,3
2322,4
2323,0
2324,4
2325,0
2326,0
2327,6
2328,3
2329,3
2330,2
2331,8
2332,3
2333,0
2334,0
2335,9
2336,0
2337,0
2338,0
2339,8
2340,0
2341,8
2342,0
2343,4
2344,0
2345,0
2346,0
2347,3
2348,1
2349,0
2350,0
2351,8
2352,4
2353,6
2354,0
2355,8
2356,3
2357,4
2358,8
2359,7
2360,0
2361,7
2362,8
2363,4
2364,9
2365,4
2366,4
2367,4
2368,2
2369,3
2370,9
2371,7
2372,4
2373,4
2374,0
2375,3
2376,4
2377,0
2378,7
2379,0
2380,5
2381,3
2382,0
2383,6
2384,9
2385,2
2386,8
2387,0
2388,7
2389,0
2390,7
2391,3
2392,6
2393,0
2394,3
2395,0
2396,0
2397,7
2398,4
2399,0
2400,8
2401,3
2402,0
2403,4
2404,4
2405,0
2406,0
2407,0
2408,6
2409,3
2410,7
2411,5
2412,3
2413,0
2414,4
2415,3
2416,0
2417,9
2418,3
2419,0
2420,0
2421,0
2422,7
2423,4
2424,0
2425,0
2426,0
2427,0
2428,0
2429,3
2430,0
2431,7
2432,0
2433,0
2434,6
2435,7
2436,0
2437,8
2438,2
2439,8
2440,4
2441,0
2442,0
2443,4
2444,4
2445,0
2446,0
2447,3
2448,9
2449,8
2450,0
2451,0
2452,5
2453,6
2454,3
2455,0
2456,0
2457,8
2458,4
2459,7
2460,0
2461,4
2462,0
2463,4
2464,0
2465,2
2466,4
2467,0
2468,0
2469,4
2470,7
2471,3
2472,1
2473,3
2474,7
2475,4
2476,0
2477,0
2478,8
2479,4
2480,0
2481,0
2482,6
2483,0
2484,8
2485,3
2486,6
2487,4
2488,4
2489,4
2490,9
2491,0
2492,3
2493,0
2494,0
2495,7
2496,0
2497,4
2498,0
2499,0
2500,2
2501,0
2502,0
2503,0
2504,4
2505,7
2506,6
2507,0
2508,0
2509,0
2510,4
2511,8
2512,6
2513,0
2514,8
2515,8
2516,4
2517,0
2518,3
2519,6
2520,0
2521,8
2522,4
2523,0
2524,0
2525,5
2526,6
2527,0
2528,0
2529,0
2530,4
2531,6
2532,0
2533,4
2534,7
2535,0
2536,3
2537,0
2538,4
2539,0
2540,3
2541,9
2542,4
2543,0
2544,4
2545,4
2546,0
2547,3
2548,0
2549,0
2550,4
2551,4
2552,0
2553,0
2554,4
2555,7
2556,8
2557,0
2558,0
2559,4
2560,7
2561,3
2562,0
2563,7
2564,8
2565,9
2566,4
2567,4
2568,6
2569,3
2570,5
2571,5
2572,0
2573,8
2574,3
2575,0
2576,3
2577,3
2578,7
2579,3
2580,7
2581,0
2582,4
2583,3
2584,7
2585,8
2586,7
2587,0
2588,0
2589,0
2590,0
2591,3
2592,0
2593,6
2594,0
2595,0
2596,7
2597,0
2598,0
2599,4
2600,4
2601,0
2602,4
2603,9
2604,4
2605,7
2606,0
2607,7
2608,0
2609,0
2610,5
2611,3
2612,4
2613,3
2614,0
2615,4
2616,7
2617,5
2618,0
2619,4
2620,0
2621,4
2622,4
2623,3
2624,0
2625,6
2626,4
2627,0
2628,0
2629,6
2630,0
2631,0
2632,4
2633,6
2634,3
2635,0
2636,0
2637,3
2638,4
2639,0
2640,4
2641,5
2642,3
2643,7
2644,8
2645,0
2646,0
2647,3
2648,7
2649,0
2650,4
2651,7
2652,0
2653,0
2654,0
2655,7
2656,7
2657,0
2658,9
2659,9
2660,8
2661,0
2662,0
2663,0
2664,0
2665,0
2666,6
2667,0
2668,4
2669,7
2670,0
2671,0
2672,0
2673,0
2674,0
2675,7
2676,0
2677,0
2678,0
2679,0
2680,0
2681,4
2682,6
2683,0
2684,7
2685,0
2686,0
2687,7
2688,0
2689,9
2690,4
2691,0
2692,4
2693,0
2694,0
2695,4
2696,8
2697,0
2698,4
2699,0
2700,4
2701,0
2702,4
2703,7
2704,0
2705,0
2706,4
2707,7
2708,8
2709,8
2710,0
2711,0
2712,3
2713,4
2714,0
2715,4
2716,7
2717,0
2718,0
2719,0
2720,2
2721,2
2722,0
2723,4
2724,1
2725,7
2726,0
2727,5
2728,0
2729,0
2730,0
2731,7
2732,0
2733,0
2734,0
2735,8
2736,9
2737,0
2738,0
2739,9
2740,0
2741,4
2742,0
2743,7
2744,0
2745,4
2746,9
2747,2
2748,7
2749,2
2750,0
2751,7
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,3
2762,7
2763,3
2764,4
2765,9
2766,5
2767,0
2768,4
2769,3
2770,0
2771,0
2772,0
2773,0
2774,3
2775,0
2776,7
2777,4
2778,0
2779,9
2780,2
2781,0
2782,0
2783,4
2784,8
2785,2
2786,4
2787,0
2788,0
2789,3
2790,0
2791,0
2792,3
2793,4
2794,0
2795,3
2796,0
2797,7
2798,0
2799,4
2800,0
2801,2
2802,0
2803,4
2804,7
2805,3
2806,3
2807,4
2808,0
2809,6
2810,9
2811,0
2812,4
2813,0
2814,0
2815,7
2816,0
2817,0
2818,0
2819,4
2820,3
2821,0
2822,0
2823,8
2824,0
2825,0
2826,0
2827,8
2828,5
2829,7
2830,0
2831,7
2832,7
2833,0
2834,4
2835,0
2836,0
2837,7
2838,0
2839,0
2840,0
2841,4
2842,0
2843,0
2844,0
2845,0
2846,4
2847,0
2848,0
2849,7
2850,6
2851,0
2852,7
2853,0
2854,0
2855,7
2856,4
2857,3
2858,0
2859,4
2860,4
2861,0
2862,3
2863,0
2864,3
2865,3
2866,0
2867,3
2868,8
2869,4
2870,0
2871,3
2872,0
2873,0
2874,4
2875,3
2876,0
2877,0
2878,9
2879,4
2880,0
2881,0
2882,3
2883,0
2884,0
2885,5
2886,0
2887,0
2888,4
2889,0
2890,0
2891,0
2892,0
2893,3
2894,0
2895,0
2896,0
2897,4
2898,0
2899,0
2900,2
2901,0
2902,3
2903,7
2904,4
2905,4
2906,8
2907,0
2908,3
2909,0
2910,3
2911,4
2912,0
2913,0
2914,7
2915,0
2916,0
2917,0
2918,7
2919,0
2920,4
2921,0
2922,0
2923,0
2924,4
2925,0
2926,0
2927,3
2928,0
2929,0
2930,8
2931,0
2932,5
2933,7
2934,7
2935,3
2936,6
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,7
2945,0
2946,0
2947,0
2948,0
2949,5
2950,4
2951,7
2952,7
2953,3
2954,0
2955,0
2956,8
2957,7
2958,3
2959,0
2960,3
2961,0
2962,3
2963,0
2964,0
2965,0
2966,5
2967,0
2968,0
2969,0
2970,3
2971,4
2972,0
2973,0
2974,4
2975,4
2976,0
2977,0
2978,7
2979,3
2980,5
2981,7
2982,4
2983,0
2984,9
2985,0
2986,0
2987,0
2988,6
2989,0
2990,4
2991,0
2992,4
2993,4
2994,4
2995,0
2996,3
